#Evaluation x y z
0 -2.99127 0.0 -2.53536
0 -3.00144 0.0 -2.55873
0 -3.02028 0.0 -2.58692
0 -3.00767 0.0 -2.55199
0 -3.00569 0.0 -2.56151
0 -3.01687 0.0 -2.57958
0 -3.02071 0.0 -2.57094
0 -3.01418 0.0 -2.57569
0 -3.01341 0.0 -2.57569
0 -3.01309 0.0 -2.57263
0 -3.00223 0.0 -2.5733
0 -2.99878 0.0 -2.57839
0 -2.99948 0.0 -2.57313
0 -3.01266 0.0 -2.58943
0 -3.01196 0.0 -2.56926
0 -3.00087 0.0 -2.5398
1 -2.95539 0.0 -2.51205
1 -2.97087 0.0 -2.50447
1 -2.93458 0.0 -2.47388
1 -2.92058 0.0 -2.45619
1 -2.92691 0.0 -2.48763
1 -2.90262 0.0 -2.43958
1 -2.8798 0.0 -2.43999
1 -2.86662 0.0 -2.47639
1 -2.85348 0.0 -2.42483
1 -2.82166 0.0 -2.43817
1 -2.8062 0.0 -2.46919
1 -2.79348 0.0 -2.41593
