#Evaluation x y z
0 -0.041998 0.0 -0.00471453
0 -0.0542229 0.0 0.0356432
0 -0.0956525 0.0 0.0870509
0 -0.0264327 0.0 0.0626948
0 -0.0528244 0.0 0.08864
0 -0.0803204 0.0 0.140663
0 -0.0208372 0.0 0.135222
0 -0.0528102 0.0 0.182952
0 -0.0702181 0.0 0.201084
0 -0.0168875 0.0 0.206432
0 -0.06608 0.0 0.242591
0 -0.06875 0.0 0.272173
0 -0.0219595 0.0 0.268022
0 -0.0648236 0.0 0.303539
0 -0.0585348 0.0 0.318083
0 -0.015424 0.0 0.33444
1 -0.0584891 0.0 0.34336
1 -0.0948752 0.0 0.398487
1 -0.144387 0.0 0.401861
1 -0.151738 0.0 0.401211
1 -0.104378 0.0 0.34553
1 -0.134369 0.0 0.325402
1 -0.164702 0.0 0.281159
1 -0.189477 0.0 0.324276
1 -0.214735 0.0 0.322779
1 -0.258663 0.0 0.303357
1 -0.258104 0.0 0.288872
1 -0.243581 0.0 0.221673
1 -0.317602 0.0 0.218421
1 -0.335875 0.0 0.199237
1 -0.352157 0.0 0.219897
1 -0.347593 0.0 0.21331
#Evaluation x y z
