#Evaluation x y z
0 -3.04556 0.0 -2.99368
0 -3.03484 0.0 -2.99207
0 -3.05096 0.0 -2.97722
0 -3.04924 0.0 -2.97785
0 -3.04785 0.0 -2.97141
0 -3.05654 0.0 -2.96217
0 -3.05956 0.0 -2.96167
0 -3.05951 0.0 -2.96154
0 -3.05282 0.0 -2.9525
0 -3.06476 0.0 -2.94768
0 -3.07216 0.0 -2.94527
0 -3.07347 0.0 -2.9405
0 -3.07004 0.0 -2.9348
0 -3.08618 0.0 -2.93186
0 -3.06992 0.0 -2.92977
0 -3.07096 0.0 -2.91901
1 -3.416 0.0 -2.99686
1 -3.35705 0.0 -3.05043
1 -3.27224 0.0 -3.06136
1 -3.46313 0.0 -3.21131
1 -3.40443 0.0 -3.25309
1 -3.295 0.0 -3.19666
1 -3.50523 0.0 -3.40619
1 -3.4892 0.0 -3.49288
1 -3.66197 0.0 -3.65477
1 -3.66112 0.0 -4.06315
1 -3.63053 0.0 -3.95559
1 -3.57476 0.0 -4.06171
1 -3.46346 0.0 -4.16853
1 -3.38788 0.0 -4.16771
1 -3.33396 0.0 -4.29601
1 -3.01482 0.0 -4.54138
2 -3.07043 0.0 -4.2938
2 -2.94396 0.0 -4.35604
