#Evaluation x y z
0 -0.0101566 0.0 -0.00941414
0 0.0114044 0.0 -0.010438
0 0.0776939 0.0 -0.0187648
0 0.0490347 0.0 -0.00995369
0 0.0804742 0.0 -0.0172301
0 0.13969 0.0 -0.0327824
0 0.12802 0.0 -0.0195188
0 0.15772 0.0 -0.0354541
0 0.169245 0.0 -0.0462828
0 0.173424 0.0 -0.033636
0 0.194864 0.0 -0.0604561
0 0.214761 0.0 -0.059161
0 0.228314 0.0 -0.0411712
0 0.262013 0.0 -0.0861431
0 0.273752 0.0 -0.0726277
0 0.27618 0.0 -0.0427368
1 0.309459 0.0 -0.112331
1 0.301169 0.0 -0.210292
1 0.354791 0.0 -0.172229
1 0.396276 0.0 -0.204655
1 0.487377 0.0 -0.221909
1 0.471022 0.0 -0.167763
1 0.491403 0.0 -0.136388
1 0.479975 0.0 -0.0633206
1 0.423506 0.0 -0.0517086
1 0.401966 0.0 -0.0748327
1 0.413116 0.0 -0.156294
1 0.494984 0.0 -0.136343
1 0.471375 0.0 -0.184208
1 0.51511 0.0 -0.0975467
1 0.46923 0.0 -0.0417702
1 0.549652 0.0 -0.0447276
2 0.473822 0.0 0.0419263
2 0.483125 0.0 0.00948861
2 0.489711 0.0 -0.0568376
2 0.481886 0.0 -0.0284812
2 0.509718 0.0 -0.058986
2 0.528914 0.0 -0.111999
2 0.519876 0.0 -0.0818058
2 0.553168 0.0 -0.11241
2 0.588108 0.0 -0.14639
2 0.588656 0.0 -0.107843
2 0.639136 0.0 -0.14137
2 0.686502 0.0 -0.168432
2 0.682894 0.0 -0.135048
2 0.738712 0.0 -0.165853
2 0.762287 0.0 -0.188441
2 0.782375 0.0 -0.122096
3 0.799598 0.0 -0.111431
