#Evaluation x y z
0 0.0381887 0.0 3.02388
0 -0.00505045 0.0 2.99428
0 -0.0746946 0.0 2.97223
0 -0.00697472 0.0 2.98915
0 -0.0542148 0.0 2.96728
0 -0.103123 0.0 2.95193
0 -0.0303588 0.0 2.97052
0 -0.0937818 0.0 2.94238
0 -0.127289 0.0 2.93179
0 -0.0585664 0.0 2.94758
0 -0.121022 0.0 2.92122
0 -0.14846 0.0 2.90938
0 -0.0982378 0.0 2.91806
0 -0.170871 0.0 2.88882
0 -0.183241 0.0 2.8823
0 -0.139302 0.0 2.89679
1 -0.122414 0.0 2.99723
1 -0.105583 0.0 3.06697
1 -0.161802 0.0 2.94297
1 -0.198954 0.0 3.14099
1 -0.208359 0.0 3.16683
1 -0.205118 0.0 3.06443
1 -0.334868 0.0 3.12133
1 -0.286999 0.0 3.15567
1 -0.203289 0.0 3.04158
1 -0.361918 0.0 3.05458
1 -0.434196 0.0 3.00358
1 -0.328285 0.0 3.03868
1 -0.376409 0.0 2.85469
1 -0.438253 0.0 2.86033
1 -0.325314 0.0 2.78314
1 -0.357731 0.0 2.75059
