#Evaluation x y z
0 2.92665 0.0 3.20021
0 2.94085 0.0 3.1927
0 2.91884 0.0 3.16597
0 2.97471 0.0 3.2098
0 2.96292 0.0 3.20776
0 2.96413 0.0 3.19835
0 3.01938 0.0 3.24636
0 3.01458 0.0 3.24049
0 3.01129 0.0 3.24482
0 3.06037 0.0 3.25931
0 3.03864 0.0 3.23057
0 3.04841 0.0 3.2539
0 3.08635 0.0 3.25995
0 3.10714 0.0 3.18789
0 3.09185 0.0 3.24738
0 3.10371 0.0 3.30015
1 3.17439 0.0 3.172
1 3.19512 0.0 3.24591
1 3.18097 0.0 3.22774
1 3.16293 0.0 3.22237
1 3.16721 0.0 3.26522
1 3.2162 0.0 3.1891
1 3.21441 0.0 3.19722
1 3.18562 0.0 3.22975
1 3.16379 0.0 3.19019
1 3.18469 0.0 3.1648
1 3.13696 0.0 3.19423
1 3.19931 0.0 3.12851
1 3.24716 0.0 3.13032
1 3.14884 0.0 3.06302
1 3.15634 0.0 3.0346
1 3.18674 0.0 3.02348
#Evaluation x y z
