#Evaluation x y z
0 3.00519 0.0 3.25413
0 3.00473 0.0 3.23386
0 2.97944 0.0 3.21089
0 2.99486 0.0 3.23295
0 3.00169 0.0 3.21431
0 2.99079 0.0 3.19917
0 3.01362 0.0 3.21537
0 3.0007 0.0 3.19933
0 2.99703 0.0 3.18791
0 3.00787 0.0 3.19271
0 2.99388 0.0 3.1762
0 2.99493 0.0 3.17477
0 2.98842 0.0 3.17347
0 2.99634 0.0 3.1713
0 2.99414 0.0 3.17418
0 2.97662 0.0 3.15729
1 3.0276 0.0 3.19778
1 3.04698 0.0 3.16126
1 3.01108 0.0 3.12344
1 3.10017 0.0 3.17445
1 3.13263 0.0 3.12968
1 3.10485 0.0 3.11419
1 3.16821 0.0 3.1573
1 3.18698 0.0 3.11452
1 3.14861 0.0 3.10823
1 3.22133 0.0 3.14088
1 3.23693 0.0 3.09202
1 3.24951 0.0 3.08422
1 3.30323 0.0 3.09338
1 3.28274 0.0 3.03078
1 3.35472 0.0 2.99865
1 3.36181 0.0 2.94822
