#Evaluation x y z
0 4.84708 0.0 5.17107
0 4.88306 0.0 5.20846
0 4.9162 0.0 5.22226
0 4.85099 0.0 5.18922
0 4.90668 0.0 5.22307
0 4.9415 0.0 5.23564
0 4.87688 0.0 5.20808
0 4.94521 0.0 5.23766
0 4.99245 0.0 5.25125
0 4.93015 0.0 5.24223
0 4.98955 0.0 5.26957
0 5.02474 0.0 5.27436
0 4.96445 0.0 5.27022
0 5.03019 0.0 5.3003
0 5.05452 0.0 5.29916
0 5.00379 0.0 5.3001
1 5.09562 0.0 5.44189
1 5.09168 0.0 5.56288
1 5.06304 0.0 5.68089
1 5.1206 0.0 5.75964
1 5.1485 0.0 5.85868
1 5.16843 0.0 5.97219
1 5.24318 0.0 6.01826
1 5.31193 0.0 6.04628
1 5.41305 0.0 6.14751
1 5.48019 0.0 6.15869
