#Evaluation x y z
0 -0.0154667 0.0 -0.00478724
0 -0.00459111 0.0 0.000727725
0 -0.00533068 0.0 0.00514709
0 -0.00927176 0.0 -0.00511375
0 -0.0050011 0.0 0.00137377
0 -0.0024475 0.0 0.00528795
0 -0.00885352 0.0 -0.00700326
0 -0.00637565 0.0 0.000506428
0 -0.0100419 0.0 0.00185448
0 -0.00978148 0.0 -0.00826547
0 -0.00701402 0.0 0.00263464
0 -0.00480322 0.0 0.00566509
0 -0.00981715 0.0 -0.00291702
0 -0.00174014 0.0 0.00146899
0 -0.0013189 0.0 0.00046294
0 -0.0030109 0.0 -0.00865218
1 -0.0861927 0.0 0.00614539
1 -0.151113 0.0 0.0351261
