#Evaluation x y z
0 -3.37653 0.0 -2.3817
0 -3.40491 0.0 -2.38927
0 -3.429 0.0 -2.37906
0 -3.40784 0.0 -2.39386
0 -3.43254 0.0 -2.40153
0 -3.44701 0.0 -2.39327
0 -3.43939 0.0 -2.4248
0 -3.45753 0.0 -2.42244
0 -3.46096 0.0 -2.41545
0 -3.45761 0.0 -2.44204
0 -3.47455 0.0 -2.4478
0 -3.47433 0.0 -2.44591
0 -3.46857 0.0 -2.45817
0 -3.48191 0.0 -2.44803
0 -3.47055 0.0 -2.46098
0 -3.46404 0.0 -2.4618
