#Evaluation x y z
0 -0.00609745 0.0 0.0933782
0 -0.0190246 0.0 0.122891
0 -0.0542648 0.0 0.154192
0 -0.00650991 0.0 0.0974781
0 -0.02539 0.0 0.135239
0 -0.0522889 0.0 0.158326
0 -0.00725759 0.0 0.102631
0 -0.0328243 0.0 0.147615
0 -0.0497536 0.0 0.162227
0 -0.00830631 0.0 0.108846
0 -0.041057 0.0 0.159585
0 -0.0468804 0.0 0.165327
0 -0.00974675 0.0 0.116463
0 -0.0499208 0.0 0.171037
0 -0.0439512 0.0 0.168432
0 -0.0116315 0.0 0.125521
1 -0.0192084 0.0 0.033018
1 0.00272904 0.0 0.0566525
1 0.00528607 0.0 0.100994
1 0.0101733 0.0 0.0154006
1 0.0283537 0.0 0.0595811
1 0.0314217 0.0 0.0956655
1 0.0445058 0.0 0.00743219
1 0.055146 0.0 0.0544507
1 0.0604819 0.0 0.0819187
1 0.0732722 0.0 -0.00809518
1 0.0811913 0.0 0.0543561
1 0.0970361 0.0 0.0648932
1 0.111071 0.0 -0.0182616
