#Evaluation x y z
0 -0.043479 0.0 0.0495272
0 0.0213215 0.0 0.00357647
0 0.0707948 0.0 -0.0353261
0 0.0884669 0.0 -0.0234864
0 0.102382 0.0 -0.0631447
0 0.124123 0.0 -0.11618
0 0.141019 0.0 -0.124266
0 0.14605 0.0 -0.178866
0 0.143675 0.0 -0.21514
0 0.159171 0.0 -0.239159
0 0.14175 0.0 -0.298201
0 0.137408 0.0 -0.319472
0 0.131313 0.0 -0.351
0 0.106527 0.0 -0.409331
0 0.0899858 0.0 -0.428659
0 0.0805072 0.0 -0.476121
1 0.0851257 0.0 -0.526838
1 0.0580483 0.0 -0.614488
1 -0.0133982 0.0 -0.682181
1 0.0340809 0.0 -0.705913
1 -0.0799457 0.0 -0.787052
1 -0.0822179 0.0 -0.790874
1 -0.0465151 0.0 -0.827967
1 -0.152199 0.0 -0.889528
1 -0.235234 0.0 -0.889981
1 -0.209285 0.0 -0.969809
1 -0.326497 0.0 -0.92112
1 -0.363493 0.0 -0.907189
1 -0.362471 0.0 -0.943409
1 -0.460992 0.0 -0.833383
1 -0.4799 0.0 -0.813002
1 -0.519158 0.0 -0.828552
