#Evaluation x y z
0 -3.03803 0.0 3.11653
0 -3.04409 0.0 3.10828
0 -3.02769 0.0 3.10432
0 -3.05302 0.0 3.11014
0 -3.05472 0.0 3.10172
0 -3.0522 0.0 3.09939
0 -3.09439 0.0 3.10555
0 -3.09272 0.0 3.09181
0 -3.09703 0.0 3.0875
0 -3.12059 0.0 3.09612
0 -3.11559 0.0 3.08431
0 -3.11672 0.0 3.08093
0 -3.14967 0.0 3.08887
0 -3.13714 0.0 3.07682
0 -3.16533 0.0 3.07555
0 -3.19025 0.0 3.08461
1 -3.19983 0.0 3.07012
1 -3.21962 0.0 3.05417
1 -3.18572 0.0 3.04587
1 -3.19422 0.0 3.03856
1 -3.20316 0.0 3.02162
1 -3.18196 0.0 3.03502
1 -3.18749 0.0 3.02839
1 -3.18088 0.0 3.01003
1 -3.14273 0.0 3.02945
1 -3.15188 0.0 3.01955
1 -3.13895 0.0 3.00296
1 -3.11433 0.0 3.02089
1 -3.12161 0.0 3.00511
1 -3.09728 0.0 2.99142
1 -3.09038 0.0 3.01623
1 -3.08523 0.0 3.00519
