#Evaluation x y z
0 0.0199454 0.0 0.0136337
0 0.00754774 0.0 0.00541997
0 0.020941 0.0 -0.0128194
0 0.107255 0.0 -0.0400338
0 0.104032 0.0 -0.0443894
0 0.130026 0.0 -0.0607587
0 0.201917 0.0 -0.106477
0 0.189385 0.0 -0.0887581
0 0.207561 0.0 -0.116325
0 0.236641 0.0 -0.179096
0 0.22533 0.0 -0.1435
0 0.215904 0.0 -0.19758
0 0.177605 0.0 -0.267395
0 0.170557 0.0 -0.231223
0 0.131719 0.0 -0.27191
0 0.11623 0.0 -0.329288
1 -0.0595482 0.0 -0.353879
1 0.0115854 0.0 -0.328906
1 -0.0230738 0.0 -0.267168
1 -0.0952667 0.0 -0.159381
1 -0.0168189 0.0 -0.206207
1 -0.0139807 0.0 -0.100692
1 0.0165903 0.0 0.0400816
1 0.0130522 0.0 -0.0518891
1 0.13145 0.0 0.0280887
1 0.188384 0.0 0.0182611
