#Evaluation x y z
0 2.84953 0.0 3.23344
0 2.84701 0.0 3.22655
0 2.84159 0.0 3.21825
0 2.84814 0.0 3.2415
0 2.83933 0.0 3.23105
0 2.83839 0.0 3.22489
0 2.84709 0.0 3.2455
0 2.84004 0.0 3.23274
0 2.83497 0.0 3.23379
0 2.84298 0.0 3.25016
0 2.83755 0.0 3.23256
0 2.83368 0.0 3.24077
0 2.84258 0.0 3.25395
0 2.83285 0.0 3.2368
0 2.83165 0.0 3.24689
0 2.83979 0.0 3.25577
1 2.83058 0.0 3.22835
1 2.74229 0.0 3.09845
1 2.82897 0.0 3.20915
1 2.80269 0.0 3.15276
1 2.72342 0.0 3.11584
1 2.82788 0.0 3.18561
1 2.80528 0.0 3.16678
1 2.74626 0.0 3.18091
1 2.84308 0.0 3.17546
1 2.77923 0.0 3.19338
1 2.76283 0.0 3.2248
1 2.82828 0.0 3.13961
1 2.75991 0.0 3.22737
1 2.76548 0.0 3.24997
1 2.80439 0.0 3.15235
1 2.79174 0.0 3.24909
