#Evaluation x y z
0 2.87813 0.0 3.24226
0 2.90517 0.0 3.24682
0 2.89072 0.0 3.19868
0 2.88984 0.0 3.26262
0 2.91795 0.0 3.2659
0 2.9069 0.0 3.22968
0 2.90052 0.0 3.28686
0 2.92596 0.0 3.27885
0 2.91761 0.0 3.26086
0 2.905 0.0 3.30441
0 2.93052 0.0 3.28786
0 2.93558 0.0 3.29745
0 2.91901 0.0 3.32866
0 2.94168 0.0 3.30135
0 2.94718 0.0 3.32622
0 2.92179 0.0 3.34675
1 2.95315 0.0 3.33849
1 2.99399 0.0 3.27641
1 3.04917 0.0 3.22193
1 3.09469 0.0 3.22654
1 3.15649 0.0 3.17985
1 3.2457 0.0 3.1055
1 3.27107 0.0 3.13368
1 3.35314 0.0 3.12734
1 3.4539 0.0 3.1466
1 3.45153 0.0 3.18314
1 3.48296 0.0 3.21925
1 3.55047 0.0 3.25863
1 3.56386 0.0 3.28262
1 3.59169 0.0 3.30937
1 3.64692 0.0 3.3567
1 3.67773 0.0 3.37888
#Evaluation x y z
