#Evaluation x y z
0 -0.119248 0.0 0.00639627
0 -0.104615 0.0 0.00129807
0 -0.150499 0.0 -0.00567238
0 -0.161914 0.0 -0.0215189
0 -0.161026 0.0 -0.0281985
0 -0.203355 0.0 -0.0430285
0 -0.210721 0.0 -0.0554084
0 -0.208967 0.0 -0.0606545
0 -0.245434 0.0 -0.0832895
0 -0.210144 0.0 -0.0656121
0 -0.254679 0.0 -0.101364
0 -0.274501 0.0 -0.125985
0 -0.280373 0.0 -0.132783
0 -0.288107 0.0 -0.144198
0 -0.294976 0.0 -0.156844
0 -0.297859 0.0 -0.154853
1 -0.404767 0.0 -0.17456
1 -0.38829 0.0 -0.169069
1 -0.394673 0.0 -0.170216
1 -0.414566 0.0 -0.152842
1 -0.373203 0.0 -0.181048
1 -0.383236 0.0 -0.189828
1 -0.3918 0.0 -0.1711
1 -0.385537 0.0 -0.183708
1 -0.341799 0.0 -0.1855
1 -0.35497 0.0 -0.160333
1 -0.346202 0.0 -0.191044
1 -0.362805 0.0 -0.208911
1 -0.356269 0.0 -0.19466
1 -0.35774 0.0 -0.194361
1 -0.367551 0.0 -0.218873
1 -0.360198 0.0 -0.213096
2 -0.473314 0.0 -0.182694
2 -0.637493 0.0 -0.302986
2 -0.623985 0.0 -0.367935
2 -0.691388 0.0 -0.417642
2 -0.688325 0.0 -0.62341
2 -0.668414 0.0 -0.635469
2 -0.744413 0.0 -0.612518
2 -0.869544 0.0 -0.439111
2 -0.910213 0.0 -0.398943
2 -1.08418 0.0 -0.48327
2 -0.868607 0.0 -0.50239
2 -1.04277 0.0 -0.556504
2 -1.32318 0.0 -0.658345
2 -1.11513 0.0 -0.595307
2 -1.17043 0.0 -0.596193
2 -1.15178 0.0 -0.645403
3 -1.35273 0.0 -1.03831
3 -1.30917 0.0 -1.00855
3 -1.27418 0.0 -1.21775
3 -1.29865 0.0 -1.21478
3 -1.16896 0.0 -1.11975
3 -1.1588 0.0 -1.23825
3 -1.12772 0.0 -1.18223
3 -1.07911 0.0 -1.08162
3 -1.03314 0.0 -1.26688
3 -1.05128 0.0 -1.26633
3 -0.991363 0.0 -1.2099
3 -0.928355 0.0 -1.37643
3 -0.938935 0.0 -1.40428
3 -0.924061 0.0 -1.31167
3 -0.943503 0.0 -1.33869
3 -0.870316 0.0 -1.43271
4 -0.699832 0.0 -1.39281
4 -0.859589 0.0 -1.43795
4 -0.846487 0.0 -1.45455
4 -0.832081 0.0 -1.35454
4 -1.04568 0.0 -1.37818
4 -1.0258 0.0 -1.39225
4 -0.986609 0.0 -1.34977
4 -1.19149 0.0 -1.38103
4 -1.18501 0.0 -1.34372
4 -1.10934 0.0 -1.32142
4 -1.28039 0.0 -1.43599
4 -1.2992 0.0 -1.4234
4 -1.27601 0.0 -1.31628
4 -1.40355 0.0 -1.50859
4 -1.41927 0.0 -1.53064
4 -1.38644 0.0 -1.48105
5 -1.37823 0.0 -1.47527
5 -1.46374 0.0 -1.66524
5 -1.40054 0.0 -1.84229
5 -1.46269 0.0 -1.75232
5 -1.44046 0.0 -1.91979
5 -1.31222 0.0 -2.09276
5 -1.3924 0.0 -2.01164
5 -1.28575 0.0 -2.18724
5 -1.15374 0.0 -2.22763
5 -1.15672 0.0 -2.31394
5 -0.985952 0.0 -2.38556
5 -0.927386 0.0 -2.34425
5 -0.908887 0.0 -2.34768
5 -0.765122 0.0 -2.34091
5 -0.770103 0.0 -2.28575
5 -0.715418 0.0 -2.29361
6 -0.711011 0.0 -2.16836
6 -0.812895 0.0 -2.29204
6 -0.879918 0.0 -2.35578
6 -0.905132 0.0 -2.41238
6 -1.00234 0.0 -2.61229
6 -1.03169 0.0 -2.65998
6 -1.09505 0.0 -2.7445
6 -1.20529 0.0 -2.95238
6 -1.22758 0.0 -2.98586
6 -1.303 0.0 -3.06932
6 -1.46061 0.0 -3.26423
6 -1.47197 0.0 -3.26945
6 -1.55608 0.0 -3.37143
6 -1.75094 0.0 -3.51274
6 -1.69584 0.0 -3.52236
6 -1.7994 0.0 -3.61764
7 -1.85517 0.0 -3.85793
7 -1.78046 0.0 -3.82309
7 -1.73837 0.0 -3.91258
7 -1.67143 0.0 -3.82827
7 -1.68139 0.0 -3.78371
7 -1.66945 0.0 -3.79183
7 -1.61756 0.0 -3.70605
7 -1.65968 0.0 -3.648
7 -1.66842 0.0 -3.60635
