#Evaluation x y z
0 2.88962 0.0 3.22997
0 2.89201 0.0 3.23975
0 2.89806 0.0 3.20967
0 2.881 0.0 3.23601
0 2.88813 0.0 3.24035
0 2.89273 0.0 3.21891
0 2.87951 0.0 3.24416
0 2.88757 0.0 3.24672
0 2.88942 0.0 3.23621
0 2.88297 0.0 3.25781
0 2.88881 0.0 3.25345
0 2.88811 0.0 3.25157
0 2.87406 0.0 3.26486
0 2.88338 0.0 3.25389
0 2.88015 0.0 3.26502
0 2.87124 0.0 3.27464
1 2.92559 0.0 3.27746
1 2.88686 0.0 3.30899
1 2.81962 0.0 3.2996
1 2.84073 0.0 3.32374
1 2.77035 0.0 3.36802
1 2.7124 0.0 3.34804
1 2.69415 0.0 3.3887
1 2.6265 0.0 3.43952
1 2.57925 0.0 3.41598
1 2.57291 0.0 3.46437
1 2.50725 0.0 3.52089
1 2.48116 0.0 3.50573
1 2.43726 0.0 3.55018
1 2.37214 0.0 3.60099
1 2.35571 0.0 3.5832
1 2.31648 0.0 3.6225
