#Evaluation x y z
0 -0.0366213 0.0 0.156409
0 -0.0206316 0.0 0.113485
0 -0.0154245 0.0 0.0769133
0 -0.0730356 0.0 0.186778
0 -0.0351763 0.0 0.1396
0 -0.023908 0.0 0.107443
0 -0.0985927 0.0 0.205881
0 -0.0667256 0.0 0.188392
0 -0.0582184 0.0 0.170714
0 -0.150403 0.0 0.238739
0 -0.0824053 0.0 0.206197
0 -0.0954614 0.0 0.207667
0 -0.182916 0.0 0.243414
0 -0.112579 0.0 0.221662
0 -0.138241 0.0 0.228552
0 -0.228419 0.0 0.241557
1 -0.076066 0.0 0.188671
1 -0.0716176 0.0 0.170817
1 0.000924762 0.0 0.0514919
1 0.00706046 0.0 0.0570988
1 0.00602706 0.0 0.0424631
1 -0.0143503 0.0 -0.0787725
1 -0.00380235 0.0 -0.0783354
1 -0.0332143 0.0 -0.12332
1 -0.114879 0.0 -0.190074
1 -0.100821 0.0 -0.188004
1 -0.15083 0.0 -0.209134
1 -0.254951 0.0 -0.211524
1 -0.243389 0.0 -0.211105
1 -0.338567 0.0 -0.178405
1 -0.394545 0.0 -0.127134
1 -0.375288 0.0 -0.137241
