#Evaluation x y z
0 -3.14599 0.0 -3.00688
0 -3.13137 0.0 -2.99864
0 -3.12613 0.0 -2.99558
0 -3.18247 0.0 -3.00509
0 -3.15992 0.0 -2.9964
0 -3.17318 0.0 -3.00365
0 -3.20022 0.0 -2.9982
0 -3.17415 0.0 -2.9921
0 -3.20534 0.0 -3.00393
0 -3.2298 0.0 -2.99992
0 -3.20763 0.0 -2.99377
0 -3.24507 0.0 -2.99847
0 -3.25922 0.0 -2.99726
0 -3.24138 0.0 -2.99159
0 -3.26832 0.0 -2.99443
0 -3.27972 0.0 -2.99404
1 -3.07311 0.0 -2.99333
1 -3.26599 0.0 -2.98056
1 -3.35403 0.0 -2.92372
1 -3.33108 0.0 -2.96594
1 -3.38748 0.0 -2.82656
1 -3.36542 0.0 -2.6764
1 -3.39706 0.0 -2.74313
1 -3.26578 0.0 -2.60526
1 -3.14035 0.0 -2.55568
1 -3.18626 0.0 -2.60621
1 -3.02202 0.0 -2.61783
1 -2.95983 0.0 -2.64541
1 -2.98877 0.0 -2.5981
1 -2.90725 0.0 -2.77243
1 -2.88464 0.0 -2.85344
1 -2.87961 0.0 -2.81766
2 -3.10148 0.0 -3.03851
2 -3.0458 0.0 -2.81922
2 -3.11039 0.0 -2.82186
2 -3.13063 0.0 -2.9899
2 -3.21829 0.0 -2.71904
2 -3.19747 0.0 -2.91058
2 -3.28661 0.0 -2.71097
2 -3.31162 0.0 -2.76109
2 -3.22242 0.0 -2.53295
2 -3.12027 0.0 -2.37994
2 -3.19115 0.0 -2.29648
2 -3.2574 0.0 -2.23971
2 -3.36638 0.0 -2.31871
2 -3.39096 0.0 -2.10716
2 -3.49104 0.0 -2.30355
2 -3.46972 0.0 -2.22725
3 -3.42114 0.0 -2.17562
3 -3.49054 0.0 -2.38197
3 -3.5874 0.0 -2.40208
3 -3.68455 0.0 -2.42032
3 -3.7417 0.0 -2.45461
3 -3.86093 0.0 -2.46406
3 -3.84114 0.0 -2.67466
3 -3.96768 0.0 -2.86052
3 -4.09094 0.0 -2.85302
3 -4.13721 0.0 -2.8366
3 -4.1041 0.0 -2.75351
3 -4.1049 0.0 -2.69447
3 -3.95252 0.0 -2.58148
3 -4.03717 0.0 -2.55049
3 -3.85216 0.0 -2.50177
3 -3.92682 0.0 -2.43563
4 -3.9549 0.0 -2.3283
4 -4.09426 0.0 -2.31058
4 -4.20198 0.0 -2.38989
4 -4.20078 0.0 -2.28909
4 -4.18672 0.0 -2.22882
4 -4.16331 0.0 -2.21492
4 -4.16554 0.0 -2.15707
4 -4.22522 0.0 -2.10722
4 -4.23296 0.0 -2.11659
4 -4.20443 0.0 -2.04044
4 -4.27557 0.0 -2.02647
4 -4.28326 0.0 -2.01603
4 -4.24933 0.0 -1.91212
4 -4.33627 0.0 -1.88244
4 -4.27973 0.0 -1.88355
4 -4.30733 0.0 -1.81144
5 -4.34175 0.0 -1.76052
5 -4.32854 0.0 -1.78811
5 -4.37726 0.0 -1.8948
5 -4.33967 0.0 -1.92277
5 -4.40449 0.0 -1.9044
5 -4.55777 0.0 -1.93819
5 -4.6283 0.0 -1.95643
5 -4.81028 0.0 -1.94644
5 -4.75497 0.0 -1.92395
5 -4.74825 0.0 -1.96618
5 -4.86693 0.0 -1.94425
5 -4.84071 0.0 -1.88578
5 -4.77443 0.0 -1.93598
5 -4.82249 0.0 -1.87943
5 -4.83665 0.0 -1.80798
5 -4.82279 0.0 -1.87278
6 -4.79272 0.0 -1.82548
6 -4.71993 0.0 -1.85106
6 -4.69909 0.0 -1.86834
6 -4.6687 0.0 -1.91333
6 -4.64216 0.0 -1.94658
6 -4.62908 0.0 -1.99983
6 -4.56879 0.0 -1.98189
6 -4.53814 0.0 -2.05867
6 -4.57409 0.0 -2.08567
6 -4.47037 0.0 -2.15564
6 -4.44215 0.0 -2.14287
6 -4.50122 0.0 -2.16604
6 -4.39891 0.0 -2.20822
6 -4.41254 0.0 -2.11098
6 -4.48946 0.0 -2.1502
6 -4.44335 0.0 -2.12829
7 -4.42859 0.0 -2.13135
7 -4.59368 0.0 -2.15584
7 -4.4596 0.0 -2.20782
7 -4.25937 0.0 -2.26457
7 -4.15522 0.0 -2.3251
7 -4.25187 0.0 -2.2575
7 -4.0069 0.0 -2.32233
