#Evaluation x y z
0 -0.0939395 0.0 0.012225
0 -0.0804233 0.0 0.0136123
0 -0.0676448 0.0 0.0234125
0 -0.0864252 0.0 0.0363269
0 -0.0691542 0.0 0.035514
0 -0.060459 0.0 0.0476334
0 -0.0793426 0.0 0.0620182
0 -0.0593412 0.0 0.0597493
0 -0.0542878 0.0 0.0726253
0 -0.0732676 0.0 0.087382
0 -0.0511986 0.0 0.0847232
0 -0.0492567 0.0 0.0978786
0 -0.0678778 0.0 0.11251
0 -0.0445396 0.0 0.110352
0 -0.0452619 0.0 0.123385
0 -0.0630405 0.0 0.137237
1 0.0158368 0.0 0.116903
1 -0.0980103 0.0 0.0752556
1 -0.0379254 0.0 0.0581951
1 -0.0401509 0.0 0.0549647
1 -0.0938838 0.0 -0.101957
1 -0.0694214 0.0 -0.0519373
1 -0.0698966 0.0 -0.0846455
1 0.0525442 0.0 -0.180347
1 0.0167072 0.0 -0.110518
1 0.0719214 0.0 -0.161393
1 0.191757 0.0 -0.0917345
1 0.12689 0.0 -0.107788
1 0.144873 0.0 -0.0943887
1 0.161637 0.0 0.056844
