#Evaluation x y z
0 -0.0221236 0.0 0.00821145
0 -0.0270885 0.0 -0.0115548
0 -0.0201007 0.0 0.00379322
0 -0.0139084 0.0 0.000164588
0 -0.0190815 0.0 -0.0165411
0 -0.00955068 0.0 -0.014443
0 -0.00134308 0.0 -0.0106891
0 -0.00360156 0.0 -0.0304553
0 0.00423059 0.0 -0.0285647
0 0.0111969 0.0 -0.0131965
0 0.00722245 0.0 -0.031053
0 0.00978914 0.0 -0.0464665
0 0.0204734 0.0 -0.0294734
0 0.0116139 0.0 -0.0460601
0 0.0175745 0.0 -0.0595947
0 0.0255648 0.0 -0.0474344
1 -0.062142 0.0 -0.0904692
1 -0.0724161 0.0 -0.0503571
1 -0.127926 0.0 -0.0367269
1 -0.188771 0.0 -0.111323
1 -0.212619 0.0 -0.0745557
1 -0.289191 0.0 -0.0805936
1 -0.35439 0.0 -0.149465
1 -0.388732 0.0 -0.116789
1 -0.458875 0.0 -0.129788
1 -0.520333 0.0 -0.20005
1 -0.609994 0.0 -0.178396
1 -0.694337 0.0 -0.209037
1 -0.683397 0.0 -0.295658
1 -0.754283 0.0 -0.280715
1 -0.782629 0.0 -0.33811
1 -0.743305 0.0 -0.410634
