#Evaluation x y z
0 -3.13691 0.0 -2.9928
0 -3.13277 0.0 -2.98598
0 -3.19276 0.0 -2.99493
0 -3.13688 0.0 -2.99147
0 -3.14697 0.0 -2.98382
0 -3.17757 0.0 -2.99294
0 -3.14664 0.0 -2.98349
0 -3.16729 0.0 -2.98522
0 -3.18523 0.0 -2.99587
0 -3.16879 0.0 -2.98924
0 -3.19834 0.0 -2.99667
0 -3.19825 0.0 -2.99594
0 -3.18833 0.0 -2.99821
0 -3.22927 0.0 -3.01636
0 -3.21325 0.0 -3.00767
0 -3.23775 0.0 -3.02669
1 -3.32369 0.0 -2.9705
1 -3.27558 0.0 -2.99664
1 -3.3073 0.0 -3.03069
1 -3.33312 0.0 -2.97291
1 -3.29652 0.0 -2.9795
1 -3.29185 0.0 -2.99643
1 -3.34874 0.0 -2.9475
1 -3.3088 0.0 -2.92445
1 -3.32671 0.0 -3.01354
1 -3.36368 0.0 -2.97477
1 -3.37352 0.0 -2.90982
1 -3.38631 0.0 -2.9822
1 -3.39227 0.0 -3.00264
1 -3.42694 0.0 -2.95517
1 -3.39273 0.0 -3.0312
1 -3.43851 0.0 -3.00133
