#Evaluation x y z
0 2.97474 0.0 3.25508
0 2.94895 0.0 3.25675
0 2.92648 0.0 3.25902
0 2.9686 0.0 3.24667
0 2.93389 0.0 3.25037
0 2.91966 0.0 3.25106
0 2.96247 0.0 3.23837
0 2.92429 0.0 3.24265
0 2.91175 0.0 3.24321
0 2.95354 0.0 3.22971
0 2.91268 0.0 3.23446
0 2.90693 0.0 3.23455
0 2.9454 0.0 3.22181
0 2.90111 0.0 3.22909
0 2.90059 0.0 3.22369
0 2.93546 0.0 3.21298
1 2.88634 0.0 3.19519
1 2.88527 0.0 3.20004
1 2.83367 0.0 3.23092
1 2.8461 0.0 3.18705
1 2.84917 0.0 3.19277
1 2.83388 0.0 3.21789
1 2.80456 0.0 3.17465
1 2.80272 0.0 3.17872
1 2.78905 0.0 3.20989
1 2.76285 0.0 3.18222
1 2.76922 0.0 3.19576
1 2.77703 0.0 3.218
1 2.75211 0.0 3.19116
1 2.76328 0.0 3.2195
1 2.77293 0.0 3.24293
1 2.75526 0.0 3.22388
