#Evaluation x y z
0 -3.05976 0.0 -3.00066
0 -2.93561 0.0 -2.96838
0 -2.87974 0.0 -2.94628
0 -2.87477 0.0 -2.9386
0 -2.78032 0.0 -2.82812
0 -2.7307 0.0 -2.74275
0 -2.68126 0.0 -2.68561
0 -2.66389 0.0 -2.58424
0 -2.65453 0.0 -2.50132
0 -2.6436 0.0 -2.4844
0 -2.70287 0.0 -2.35041
0 -2.73195 0.0 -2.31729
0 -2.81174 0.0 -2.227
0 -2.9366 0.0 -2.13383
0 -2.97653 0.0 -2.10974
0 -3.02771 0.0 -2.08676
1 -2.85327 0.0 -2.0797
1 -2.94214 0.0 -2.06804
1 -2.9167 0.0 -2.06828
1 -2.62176 0.0 -1.88964
1 -2.72467 0.0 -1.90361
1 -2.51009 0.0 -1.8572
1 -2.68577 0.0 -1.9615
1 -2.71794 0.0 -2.03525
1 -2.70139 0.0 -1.9877
1 -2.9053 0.0 -2.17114
1 -2.9185 0.0 -2.23635
1 -2.92972 0.0 -2.19191
1 -3.09715 0.0 -2.39307
1 -3.10248 0.0 -2.43336
1 -3.14035 0.0 -2.41854
