#Evaluation x y z
0 2.88903 0.0 3.26014
0 2.89366 0.0 3.25543
0 2.8873 0.0 3.24146
0 2.89879 0.0 3.26607
0 2.88743 0.0 3.24728
0 2.8936 0.0 3.25238
0 2.91746 0.0 3.27754
0 2.89703 0.0 3.25767
0 2.89551 0.0 3.25477
0 2.917 0.0 3.27616
0 2.8962 0.0 3.2512
0 2.88873 0.0 3.25113
0 2.90258 0.0 3.27588
0 2.8662 0.0 3.25249
0 2.84814 0.0 3.25092
0 2.85837 0.0 3.267
1 2.8772 0.0 3.16998
1 2.81453 0.0 3.16119
1 2.72221 0.0 3.02491
1 2.71609 0.0 2.91663
1 2.5916 0.0 2.93864
1 2.43066 0.0 2.85571
1 2.36992 0.0 2.79858
1 2.27435 0.0 2.90306
1 2.13841 0.0 2.85103
1 2.08459 0.0 2.7658
1 1.95696 0.0 2.86961
1 1.80915 0.0 2.76837
1 1.76534 0.0 2.71706
1 1.61449 0.0 2.8373
1 1.44768 0.0 2.83513
1 1.40421 0.0 2.8133
#Evaluation x y z
